"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"Adres";"Categorie_naam";"Categorie_nummer";"Categorie_status";"Datum";"Status";"Subrubriek";"categorie_2";"id_2";"opmerking";"title";"url"
"MORA-0604728";"mora_0604728_1";"1";"276";"";"2016-01-11 00:00:00";"Lutkemeerweg 194";"";"";"POINT (4.7699980394 52.3619156474)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:10";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Lutkemeerweg 194";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"11-01-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3478774";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0604728";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0604728/?ajax=true&summary=balloon"
"MORA-0847246";"mora_0847246_1";"1";"276";"";"2016-10-05 00:00:00";"Ookmeerweg 501";"";"";"POINT (4.76952799118 52.3545521733)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:10";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Ookmeerweg 501";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"05-10-2016";"In behandeling";"Verkeersoverlast / Verkeerssituaties";"9172";"point_3630453";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0847246";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0847246/?ajax=true&summary=balloon"
"MORA-0907626";"mora_0907626_1";"1";"276";"";"2016-12-08 00:00:00";"Lutkemeerweg 220";"";"";"POINT (4.76834296634 52.361637372)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:10";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Lutkemeerweg 220";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"08-12-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3655830";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0907626";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0907626/?ajax=true&summary=balloon"
"MORA-0240023";"mora_0240023_1";"1";"276";"";"2014-10-15 00:00:00";"Pyreneeën 1";"";"";"POINT (4.77343888168 52.3498449217)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:10";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Pyreneeën 1";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"15-10-2014";"In behandeling";"Brug";"9172";"point_3289953";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0240023";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0240023/?ajax=true&summary=balloon"
"MORA-0505639";"mora_0505639";"1";"276";"";"2015-09-15 00:00:00";"La Meye 12";"";"";"POINT (4.77252011183 52.3525994166)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:10";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"La Meye 12";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"15-09-2015";"In behandeling";"Put / riolering verstopt";"9172";"point_3436112";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0505639";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0505639/?ajax=true&summary=balloon"
"MORA-0334386";"mora_0334386_1";"1";"276";"";"2015-02-17 00:00:00";"Langswater 392";"";"";"POINT (4.78966465762 52.3558149705)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:10";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Langswater 392";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"17-02-2015";"In behandeling";"Overig";"9172";"point_3355698";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0334386";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0334386/?ajax=true&summary=balloon"
"MORA-0228350";"mora_0228350_1";"1";"276";"";"2014-09-29 00:00:00";"Dijkgraafplein 1";"";"";"POINT (4.78754157429 52.3554177579)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Dijkgraafplein 1";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"29-09-2014";"Nieuw";"Onderhoud stoep, straat en fietspad";"9172";"point_3286445";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0228350";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0228350/?ajax=true&summary=balloon"
"MORA-0153306";"mora_0153306_1";"1";"276";"";"2014-06-05 00:00:00";"Rijsdrechthof 10";"";"";"POINT (4.78508074261 52.3561153022)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Rijsdrechthof 10";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"05-06-2014";"In behandeling";"Verkeersbord, verkeersafzetting";"9172";"point_3198838";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0153306";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0153306/?ajax=true&summary=balloon"
"MORA-0201157";"mora_0201157_1";"1";"276";"";"2014-08-21 00:00:00";"Brisselkerkstraat 10";"";"";"POINT (4.79485606913 52.3583846118)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Brisselkerkstraat 10";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"21-08-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3277607";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0201157";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0201157/?ajax=true&summary=balloon"
"MORA-0201164";"mora_0201164_1";"1";"276";"";"2014-08-21 00:00:00";"Borrendammehof 1";"";"";"POINT (4.793796549 52.3585770366)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Borrendammehof 1";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"21-08-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3277452";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0201164";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0201164/?ajax=true&summary=balloon"
"MORA-0309099";"mora_0309099_1";"1";"276";"";"2015-01-16 00:00:00";"Abberdaan 162";"";"";"POINT (4.78659179704 52.3919662305)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Abberdaan 162";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"16-01-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3340158";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0309099";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0309099/?ajax=true&summary=balloon"
"MORA-0528599";"mora_0528599_1";"1";"276";"";"2015-10-12 00:00:00";"Willem Dreesplantsoen 57";"";"";"POINT (4.79030903834 52.3799324481)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Willem Dreesplantsoen 57";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"12-10-2015";"In behandeling";"Speelplaats";"9172";"point_3442303";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0528599";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0528599/?ajax=true&summary=balloon"
"MORA-0510917";"mora_0510917_1";"1";"276";"";"2015-09-22 00:00:00";"Viveportenstraat 25";"";"";"POINT (4.79362151798 52.3617848023)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Viveportenstraat 25";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"22-09-2015";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3437729";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0510917";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0510917/?ajax=true&summary=balloon"
"MORA-0205015";"mora_0205015_1";"1";"276";"";"2014-08-27 00:00:00";"Brisselkerkstraat 10";"";"";"POINT (4.79485606913 52.3583846118)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Brisselkerkstraat 10";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"27-08-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3278881";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0205015";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0205015/?ajax=true&summary=balloon"
"MORA-0168297";"mora_0168297_1";"1";"276";"";"2014-06-30 00:00:00";"Ookmeerweg 241";"";"";"POINT (4.79287788173 52.3635966052)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Ookmeerweg 241";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"30-06-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3244056";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0168297";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0168297/?ajax=true&summary=balloon"
"MORA-0575965";"mora_0575965_1";"1";"276";"";"2015-12-06 00:00:00";"Steelvlietplein 37";"";"";"POINT (4.79310073964 52.3623034818)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Steelvlietplein 37";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"06-12-2015";"In behandeling";"Verkeersoverlast / Verkeerssituaties";"9172";"point_3462530";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0575965";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0575965/?ajax=true&summary=balloon"
"MORA-0502213";"mora_0502213_1";"1";"276";"";"2015-09-11 00:00:00";"Reimerswaalstraat 1";"";"";"POINT (4.7941372861 52.3638366038)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Reimerswaalstraat 1";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"11-09-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3434978";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0502213";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0502213/?ajax=true&summary=balloon"
"MORA-0496162";"mora_0496162_1";"1";"276";"";"2015-09-04 00:00:00";"Reimerswaalstraat 38";"";"";"POINT (4.79399430494 52.3624517676)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Reimerswaalstraat 38";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"04-09-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3433147";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0496162";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0496162/?ajax=true&summary=balloon"
"MORA-0517019";"mora_0517019_1";"1";"276";"";"2015-09-29 00:00:00";"Bok de Korverweg 4";"";"";"POINT (4.78712486215 52.3797186235)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Bok de Korverweg 4";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"29-09-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3439150";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0517019";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0517019/?ajax=true&summary=balloon"
"MORA-0486204";"mora_0486204_1";"1";"276";"";"2015-08-25 00:00:00";"Keurenplein 21";"";"";"POINT (4.78417372271 52.3602091246)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Keurenplein 21";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"25-08-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3428199";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0486204";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0486204/?ajax=true&summary=balloon"
"MORA-0526822";"mora_0526822_1";"1";"276";"";"2015-10-09 00:00:00";"Bruins Slotstraat 23";"";"";"POINT (4.79027134489 52.3783683871)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Bruins Slotstraat 23";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"09-10-2015";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3442123";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0526822";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0526822/?ajax=true&summary=balloon"
"MORA-0681503";"mora_0681503";"1";"276";"";"2016-04-14 00:00:00";"Lutkemeerweg 6";"";"";"POINT (4.77829531627 52.3692207583)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Lutkemeerweg 6";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"14-04-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3535328";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0681503";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0681503/?ajax=true&summary=balloon"
"MORA-0684076";"mora_0684076";"1";"276";"";"2016-04-18 00:00:00";"Dijkgraafplein 1";"";"";"POINT (4.78754157429 52.3554177579)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Opgelost";"Dijkgraafplein 1";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Opgelost";"18-04-2016";"Opgelost";"Verkeersoverlast / Verkeerssituaties";"9172";"point_3536341";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0684076";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0684076/?ajax=true&summary=balloon"
"MORA-0753937";"mora_0753937";"1";"276";"";"2016-07-04 00:00:00";"Willem Dreesplantsoen 46";"";"";"POINT (4.79076780859 52.3796741147)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Willem Dreesplantsoen 46";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"04-07-2016";"Nieuw";"Verkeersoverlast / Verkeerssituaties";"9172";"point_3576456";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0753937";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0753937/?ajax=true&summary=balloon"
"MORA-0786663";"mora_0786663";"1";"276";"";"2016-08-05 00:00:00";"Marga Klompélaan 21";"";"";"POINT (4.79137705401 52.3791469039)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Marga Klompélaan 21";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"05-08-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3604505";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0786663";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0786663/?ajax=true&summary=balloon"
"MORA-0799905";"mora_0799905";"1";"276";"";"2016-08-22 00:00:00";"Australiëhavenweg 15";"";"";"POINT (4.79331485891 52.3989476509)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Australiëhavenweg 15";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"22-08-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3610271";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0799905";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0799905/?ajax=true&summary=balloon"
"MORA-0823200";"mora_0823200";"1";"276";"";"2016-09-12 00:00:00";"Saaftingestraat 31";"";"";"POINT (4.79084102468 52.361123706)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Saaftingestraat 31";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"12-09-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3619439";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0823200";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0823200/?ajax=true&summary=balloon"
"MORA-0844371";"mora_0844371";"1";"276";"";"2016-10-03 00:00:00";"Van Karnebeekstraat 127";"";"";"POINT (4.79294592385 52.3749575011)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Van Karnebeekstraat 127";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"03-10-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3629195";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0844371";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0844371/?ajax=true&summary=balloon"
"MORA-0834390";"mora_0834390";"1";"276";"";"2016-09-22 00:00:00";"Van Karnebeekstraat 60";"";"";"POINT (4.79435393664 52.3750903882)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Van Karnebeekstraat 60";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"22-09-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3631385";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0834390";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0834390/?ajax=true&summary=balloon"
"MORA-0897730";"mora_0897730";"1";"276";"";"2016-11-29 00:00:00";"Marga Klompélaan 41";"";"";"POINT (4.79136835965 52.3797939791)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:11";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Marga Klompélaan 41";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"29-11-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3651781";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0897730";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0897730/?ajax=true&summary=balloon"
"MORA-0909240";"mora_0909240";"1";"276";"";"2016-12-09 00:00:00";"Marga Klompélaan 67";"";"";"POINT (4.79134256358 52.3806207233)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:12";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Marga Klompélaan 67";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"09-12-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3657976";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0909240";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0909240/?ajax=true&summary=balloon"
"MORA-0928446";"mora_0928446";"1";"276";"";"2017-01-10 00:00:00";"J.M. den Uylstraat 3";"";"";"POINT (4.7933002821 52.381394518)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:12";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"J.M. den Uylstraat 3";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"10-01-2017";"Nieuw";"Verkeersoverlast / Verkeerssituaties";"9172";"point_3681203";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0928446";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0928446/?ajax=true&summary=balloon"
"MORA-0274922";"mora_0274922_1";"1";"276";"";"2014-12-01 00:00:00";"Osdorperweg 676";"";"";"POINT (4.77796192844 52.3710435645)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:12";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Osdorperweg 676";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"01-12-2014";"Nieuw";"Onderhoud stoep, straat en fietspad";"9172";"point_3308884";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0274922";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0274922/?ajax=true&summary=balloon"
"MORA-0476988";"mora_0476988";"1";"276";"";"2015-08-14 00:00:00";"De Biezenhof";"";"";"POINT (4.77881668036 52.3569011625)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:12";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"De Biezenhof";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"14-08-2015";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3425864";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0476988";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0476988/?ajax=true&summary=balloon"
"MORA-0196732";"mora_0196732";"1";"276";"";"2014-08-14 00:00:00";"Johann Ammanhof 3";"";"";"POINT (4.80622800651 52.3565175847)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:12";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Johann Ammanhof 3";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"14-08-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3275901";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0196732";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0196732/?ajax=true&summary=balloon"
"MORA-0209927";"mora_0209927";"1";"276";"";"2014-09-02 00:00:00";"Martini van Geffenstraat 24";"";"";"POINT (4.80234146286 52.3573702611)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:12";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Martini van Geffenstraat 24";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"02-09-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3280110";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0209927";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0209927/?ajax=true&summary=balloon"
"MORA-0209930";"mora_0209930";"1";"276";"";"2014-09-02 00:00:00";"Martini van Geffenstraat 18";"";"";"POINT (4.80225054842 52.357585519)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:12";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Martini van Geffenstraat 18";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"02-09-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3280230";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0209930";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0209930/?ajax=true&summary=balloon"
